source,year,abstract,label
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2017,"TIK (Teknologi Informasi dan Komunikasi) yang efektif dan efisien dapat meningkatkan produktivitas dan kinerja organisasi, sehingga diperlukan strategi sistem informasi/teknologi informasi (SI/TI) yang dirancang untuk memetakan kebutuhan SI/TI di masa mendatang untuk RSGM FKG Uskastia agar dapat menjadi motor penggerak bagi strategi bisnisnya. 1 Strategi Sistem Informasi/TIK yang dikembangkan dapat digunakan untuk memetakan Kebutuhan SI/TIK untuk setiap unit bisnisnya.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"Untuk menganalisis dan merancang sistem pakar diagnosa penyakit mata yang digunakan terdiri dari studi observasi, wawancara dan literatur, serta analisis dan desain sistem menggunakan diagram yang terkandung dalam UML (Unified Modeling Linguistics) dan metode Case Bassed Reasioning (CBR)), yang diharapkan dapat membantu pasien untuk membantu mendeteksi penyakit mata secara dini sebelum berkonsultasi dengan dokter mata. dan juga untuk mengatasi kesalahan manusia (human eror).",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"SISTEM Cerdas yang digunakan adalah Sistem Pakar dengan menggunakan teknik diagnose gejala, selanjutnya ditemukan penyakit dan solusi, pasien cukup berkonsultasi dengan sistem ini untuk mendapatkan hasil diagnosis lebih awal penyakitnya, apakah demam gejala biasa atau karana nyamuk, dengan adanya model yang digunakan dalam pengembangan sistem ini. Model yang digunakan pada pengembangan sistem tersebut adalah model terstuktur. - Model yang diterapkan dalam mengembangkan sistem tersebut.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"PAD dan Pajak Daerah merupakan sebagian dari sumber pendapatan daerah untuk melaksanakan otonominya, yaitu mampu mengatur dan mengurus rumah tangganya sendiri, di samping penerimaan yang berasal dari Pemerintah Pusat berupa subsidi/bantuan dan bukan pajak, untuk mencapai daya guna dan hasil guna yang optimal, sesuai dengan Peraturan Perpajakan dan Retribusi Daerah, perlu dilakukan peningkatan kapasitas administrasi daerah dalam mengelola pajak daerah dan retribusi daerah, dengan tujuan untuk meningkatkan efisiensi dan manfaat yang diperoleh dari fiskal pusat dan daerah. masing-masing, sehingga dapat memberikan kontribusi yang adil kepada pemerintah daerah, dan untuk meningkatkan kesejahteraan masyarakat, untuk meningkatkan pendapatan asli daerah tersebut harus dikembangkan oleh pemerintah daerah. , untuk tujuan untuk menerapkan otonomi daerah , dan penerimaan daerah (PD), dan pajak daerah lainnya, dan pendapatan daerah yang relevansi , serta pendapatan daerah ini , sebagai akibatnya. Negara Bagian III , dll. - , sehubungan dengan cara-daerah , khususnya.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"SISTEM INFORMASI MANAJEMEN adalah alat untuk menyajikan informasi sedemikian rupa sehingga bermanfaat bagi penerima manfaat, dengan membuat aplikasi pengolah data penggajian ini dapat membantu pihak Yayasan SMA Persatuan Tembilahan dalam hal layanan operasional, dengan menerapkan sistem informasi terkomputerisasi sebagai solusi yang tepat untuk mengatasi kendala yang menjadi masalah dalam proses pencatatan dan perhitungan gaji, oleh karena itu perlu diterapkan sistem informasi secara terprogram untuk membantu pihak yayasan dalam hal pelayanan operasional.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"(1) Sistem Konsultasi Siswa Bermasalah, MTSN Tembilahan, Backward Chaining, Visual basic 6. 0 dan database MySQL digunakan untuk menganalisis sistem Pakar Konsultasi siswa bermasalah, dengan menggunakan bahasa pemrograman VBA dan MySqL, yang diharapkan dapat mempermudah proses konsultasi siswa yang bermasalah, serta hasil bimbingan konseling yang diberikan menjadi lebih efisien sehingga meningkatkan efektivitas dan efisiensi kinerja kerja siswa yang bersangkutan.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,", Desain penelitian yang penulis gunakan adalah desain penelitian dengan data primer dan sekunder, teknik pengumpulan data yang digunakan adalah studi pustaka dan studi lapangan yang terdiri dari wawancara dan pengamatan, tujuan penelitian ini adalah untuk merancang sistem informasi akuntansi berupa laporan keuangan, dengan proses Jurnal Umum, Buku Besar, Neraca Saldo, dan Output Laporan Keuangan Laba Rugi, masalah laporan keuangan pada PT. Wahyu Tripraja Karya dapat lebih cepat dalam pembuatan laporan keuangan.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2017,"(2) Dengan adanya Web KKN LPPM UNISI yang ada di Universitas Islam, penelitian ini dilakukan untuk mengetahui niat perilaku dalam penggunaannya dengan menggunakan model UTAUT (Unified Theory of Acceptance and Use of Technology), sedangkan 35,204521% dijelaskan oleh variabel BIUS, sehingga keberadaan Web KIN LPPM Unisi sangat membantu mahasiswa dalam melaksanakan KKN di lingkungan Universitas Islam Ind. , dengan demikian, menunjukkan bahwa penggunaan Internet KKN UNISI sangat membantu Mahasiswa UNISI dalam melaksanakan kuliah kerja nyata. (3) (1) , dan ( ) ), dengan , dengan tujuan , dalam hal ini, sebagai berikut (T) : (U) PE).",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"Diprioritas Tembakan, masalah yang dijadikan dasar dalam penulisan skripsi ini adalah sistem penjualan barang, penyajian laporan yang berkaitan dengan informasi penjualan barang disajikan dalam bentuk tabel yang diharapkan akan lebih jelas dan akurat dibandingkan dengan laporan yang sebelumnya hanya dibuat secara manual yang memiliki tingkat kesalahan yang tinggi. Dan dalam merancang aplikasinya, bahasa pemrograman Visual basic 6. 0 digunakan untuk membuat aplikasi yang lebih mudah dipahami oleh pengguna (user). ( 1 ) - Sistem Informasi, Penjualan, Prioritas Tembilahan.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"waterfall adalah sistem informasi manajemen yang memungkinkan pihak Hotel Arrahman untuk memberikan informasi kamar, data tamu, data inap tamu yang lebih akurat secara online, sehingga dapat memberikan kemudahan bagi pelanggan/tamu yang memiliki aktivitas yang padat atau jauh dari kota untuk mendapatkan informasi tentang layanan penginapan hotel jika ada urusan pekerjaan dan lain-lain yang memerlukan waktu berhari-hari, tentu saja hal tersebut diharapkan secara tidak langsung dapat menghemat budget pelanggan. 1, dengan demikian dapat menghemat biaya pelanggan. ( 1 ) ( ( 2) s n - d `.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"Inhil Sarimas Kelapa, berdasarkan penelitian dan analisa kualitatif yang dilakukan oleh peneliti, bahwa pihak perusahaan memiliki sistem penilaian dan seleksi supplier sebelumnya yang hanya menekankan pada aspek/kriteria biaya (cost) dan ditambah penilaian lain yang bersifat subjektif, penerapan metode AHP dalam membangun sistem pendukung keputusan untuk menilai pemasok yang mampu memenuhi kebutuhan perusahaan secara konsisten, dengan kriteria Mutu produk yang disertifikasi, nilai eigen 0. , yang paling berpengaruh adalah mutu produk yang diserahkan. dari pelanggan yang telah dipilih. - , dan yang relevansi. Keputusan , , dalam penelitian ini, yang bersangkutan, yang baik, yang tepat waktu yang baik , sebagai berikut , masing- , yaitu , untuk yang lebih lanjut , seperti itu , dll , proses , antara , dimana , khususnya , harus , sesuai dengan cara yang bersangkutan.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"(2) Pengembangan sistem informasi akademik berbasis web pada SMP Negeri 2 Gaung Anak Serka masih dilakukan secara manual, dengan sistem pendataan yang saat ini dianggap masih banyak kekurangan, karena sistem yang ada masih menggunakan lembaran kertas dan arsip, sehingga dapat diharapkan dapat diimplementasikan dalam sebuah produk yang akan memperbaiki kekurangan yang ada pada sistem lama. Sistem yang ada sangat mungkin untuk hilang atau rusak. data yang ada dapat diharapkan untuk diperbaiki dalam bentuk produk yang dapat meningkatkan kecepatan dan kualitas penyampaian informasi. , sehingga memungkinkan untuk memperbaiki kekurangannya sendiri. dan dapat merusak data yang relevansi , dan sebagai sarana yang ada. - Sekolah (B) ( B) ) , dll.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Di tengah perkembangan teknologi yang terus-menerus, sumber daya manusia juga harus berkembang untuk mengikutinya, dengan menggunakan konsep Sistem Pengambilan Keputusan dengan Metode Simple Additive Weighting (SAW) dan aplikasi Mirosoft Visual Studio 2008 dan database MS Access 2007 untuk merancang aplikasi untuk menentukan Tablet PC yang cocok untuk digunakan oleh para pemula, tetapi kebutuhan manusia yang semakin meningkat membuat para vendor teknologi harus memikirkan produk baru yang mampu mengimbangi kebutuhan manusia dengan baik. , khususnya bagi para pemula. Aplikasi PC adalah salah satu dari jawaban ini. - produk yang lebih besar yang lebih banyak orang tua dan yang muda, dan produk yang sesuai dengan cara yang lebih baik, yang lebih lanjut, yang tepat, yang relevansi yang tepat untuk tujuan yang tepat. di mana yang sesuai untuk mereka sendiri - , dll , sebagai berikut s ` , dan aplikasi yang sesuai , seperti itu, dan perangkat PC, dan.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"network security atau keamanan jaringan berkembang pesat seiring dengan meningkatnya kebutuhan akan akses jaringan yang efisien, stabil dan cepat serta kemanan yang kuat, banyak teknik yang dapat dilakukan untuk meningkatkan keamanan jaringan, baik dengan membangun sistem firewall, menggunakan Layer7 protocol maupun dengan port sekuriti, untuk menentukan kehandalan, kegunaan dan pemanfaatannya di lapangan. , dan untuk melakukan analisis terhadap masing-masing jenis switch port security. Jenis yang digunakan adalah sticky port Security, Port Securities, Portswitch Port Sekurity.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Digit Signature Algorithm (DSA) adalah salah satu kriptografi yang digunakan untuk nirpenyangkalan, DSA merupakan tanda tangan elektronik yang dapat digunakan untuk membuktikan keaslian identitas pengirim atau penandatangan dari suatu pesan atau dokumen digital, namun DSA dengan fungsi hash tidak mengenkripsi plainteks asli, sehingga dikombinasikan dengan RSA.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Pengiriman atau pertukaran data adalah hal yang sering terjadi dalam dunia teknologi informasi, data yang dikirim terkadang berisi data informasi yang penting bahkan sangat rahasia dan harus dijaga keamanannya. Peningkatan keamanan pesan dan kunci dilakukan dengan metode hybrid, yaitu mengintegrasikan beberapa algoritma kriptografi, baik algoritma simetri maupun algoritma asimetri, dan algoritma Elgamal digunakan untuk mengamankan kunci dari algoritma AES dan RC4 untuk enkripsi dan dekripsi kunci ditingkatkan dengan algoritma hybride. - algoritma () ( ) ( 2014) ); (T) : (C) `.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Semakin bertambahnya manusia di alam ini, semakin besar, kecil, tua-muda, laki-laki, perempuan, bentuk muka, warna kulit atau kondisi fisik lain yang ada di rumah sakit tersebut, semakin banyak kemungkinan pasien akan mengalami gangguan medis mendadak, sehingga sistem yang dikembangkan masih memiliki kelemahan, karena hanya dapat digunakan pada telepon selular yang menggunakan modem GSM yang dapat digunakan untuk pemesanan kamar rawat inap saja yang dapat dilakukan oleh pasien. dan harus dipindahkan lagi ke rumah sakit lain. fasilitas yang sama sekali tidak dapat digunakan. (2) (3) , dan lebih banyak pasien tersebut, dan lambat, dan terlambat, dan buruk, dan parah, dan fatal, dan pasien tersebut , yang lain, dan sebagainya, dll , seperti itu, dan penyakit yang terjadi.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"(Optimasi website) adalah untuk meningkatkan index artikel pada halaman google ketika pencari mengetikkan kata kunci mereka sambil mencari konten apapun pada mesin pencari google dan pengguna search engine tersebut akan melihat hasil dari keyword yang mereka cari di halaman pertama hasil pencarian. Makalah ini memperkenalkan konsep optimasi web, hasil pencarian google, posisi index google. , Posisi index di halaman hasil pencarian, Posisi di halaman Hasil Google , posisi di halaman 1 hasil pencarian:.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"(1) Berdasarkan penelitian yang sudah pernah dilakukan sebelumnya dan dari uraian di atas, masalah optimasi kombinatorial umumnya sangat sulit untuk dipecahkan, Bin Packing Algorithm adalah solusi terbaik dalam mengatasi masalah Optimasi Kombinatorial, yang digunakan untuk menemukan objek secara optimal dari sekelompok himpunan objek yang berhingga, tetapi algoritma genetika paralel ini hanya cocok untuk masalah Jaringan Komputer heterogen dan Sistem Terdistribusi, dengan pendekatan hybrid telah dikembangkan dalam hal ini untuk memecahkan masalah Bin Paking Problem. - Pendekatan yang akan menerapkan algoritma genetika - pendekatan tingkat tinggi, algoritma genetika, dan algoritma genetika yang lebih lanjut, metode genetika. , dan kompleksitas, yang relevansi , yang signifikansi, dan konvergensi yang dapat diterapkan, yang lebih baik, dan.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Ini adalah salah satu metode yang dapat digunakan untuk mengamankan informasi, Steganografi yaitu menyembunyikan informasi atau pesan ke dalam media lain seperti citra digital, teks, suara atau video sehingga tidak menimbulkan kecurigaan orang lain. Metode steganografi yang digunakan yaitu metode Pixel Value Differencing (PVD), kapasitas citra untuk menyisipkan pesan, lebih kecil dari ukuran citranya, waktu pemrosesan pada metode ini cukup cepat, kualitas citra setelah disisipi pesan, dan ketahanan pesan terhadap manipulasi citra dan steganalysis, dan aplikasi kriptografi. - teknik kriptografi yang digunakan sebagai standar kriptografi yang sesuai dengan metode yang digunakan untuk meningkatkan keamanan informasi yang digunakan, dan untuk meningkatkan kriptografi. , dan kriptografi, dan , , pada citra, dan citra, pada beberapa citra yang lain. data yang , yang digunakan oleh kriptografi, pada kriptografi , dll. ( ), s, dan metode kriptografi, dll , masing-.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Di sini dibahas tentang definisi entitas, atribut, relasi dan kardinalitas antar entitas dan tahap-tahap pembentukan Relasi Entitas diagram yang berbeda berdasarkan skenario yang berbeda, pada bagian hasil akan dibuat beberapa diagram entitas rekursif yang terbentuk dari berbagai skenario. Pada pembahasan dan diskusi, hal-hal atau kondisi yang menyebabkan suatu entitas menjadi berbeda dalam satu entitas, serta latar belakang untuk membentuk Relasi Relasi yang berbeda. , dan sebagai kesimpulannya, harus ditulis dengan benar. kata-kata yang relevan dengan topik yang dibahas dalam tulisan ini. Keputusan ini akan membahas hubungan yang membentuk Rekursif.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"wordpress sebagai frame CMS yang memudahkan pengguna untuk membangun web atau situs dengan cepat dan mudah, dengan berbagai nama domain dan platform script yang dibangun, baik secara manual koding dan menggunakan CMS (Content Management System) dengan berbagai bahasa pemrograman web, seperti php, asp, phyton, jsp, javascript dan bahasa pemrograman Web lainnya, pada jurnal ini, kecepatan akses dan render html pada situs yang menggunakan platform CMS Wordpress, maka diperlukan optimasi dalam memecahkan masalah umum yang sering terjadi. ukuran dan kecepatan dan peningkatan kecepatan dan kecepatan akses yang lebih penting untuk mengatasi masalah umum, dan meningkatkan kecepatan akses, dan kecepatan yang lebih mudah, dll , sehingga meningkatkan kecepatan dan mempercepat akses , dan membuat situs , halaman web , , yang lebih baik, dan waktu yang lebih banyak , di manage yang berbeda, dan situs yang lebih dari , lebih baik , aplikasi web lainnya , dll, dll.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,", XML dan JSON adalah format data yang digunakan pada saat komunikasi data pada web service, XML akan menghasilkan ukuran data yang lebih kecil jika dibandingkan dengan XML. Keywords” komunikasi data, Web Service, XML, JSONS. keyword Komunikasi Data, Web Services, XMLJSON.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2016,"Ini menganalisis cara kerja metode Two Sided Side Match dalam mengamankan pesan rahasia dengan mengukur tingkat kerusakan citra hasil penyisipan pesan terhadap citra asli yang dihitung dengan nilai MSE (Mean Square Error). Jenis citra yang digunakan pada penelitian ini adalah jenis citra multi-layer TIFF yang bertujuan untuk membantu kedua metode tersebut dalam menampung lebih banyak pesan, Penelitian ini menganalisis cara kerjanya, dan ekstraksi pesan metode Two Sied Side Match, dan mengukur tingkat Kerusakan Citra Hasil Penyiapan Pesan terhadap Citra Asli, yang dihitung sebagai MSE.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Ini adalah destinasi objek wisata yang menarik untuk dikunjungi dengan wilayah kepulauan, tetapi biaya yang tidak terduga ketika wisatawan mengunjungi satu objek lokasi wisata, seperti biaya perjalanan, biaya masuk dan fasilitas wisata, sering menjadi masalah, sehingga wisatawan harus menyesuaikan budget. Sistem yang dirancang menggunakan perangkat bergerak dengan menggunakan fitur Google Maps API, sistem pengembangan aplikasi mampu melakukan simulasi perhitungan tarif perjalanan berdasarkan input data dari pengguna, sehingga dapat memperkirakan total biaya perjalanan. - Perhitungan biaya perjalanan berdasarkan jalur transportasi umum dengan memilih jalur terdekat. (android) - sistem yang digunakan. kinerja perangkat bergerak yang berfungsi sebagai berikut: ( ) (a) () ` pada perangkat bergerak.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Di era teknologi informasi dan komunikasi inter-networking saat ini, semua orang dapat berkomunikasi dengan orang lain yang berada di berbagai tempat melalui media internet, manusia dapat memperoleh dan menyampaikan informasi yang diperlukan kapan saja dan di mana saja dalam waktu singkat. Penelitian ini dilakukan dengan metode studi literatur, studi banding situs web yang ada di internet mengenai aplikasi dan jurnal terkait serta observasi langsung ke beberapa kantor pajak wilayah : jaksel, utara, barat, timur, dan pusat. data yang telah terjadi kesalahan pemotongan (WPPh ) ( OJ) s , dan `.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,", pada era teknologi ini hampir semua kebutuhan menggunakan jaringan internet sebagai media untuk membantu kegiatan apapun, pengguna jaringaninter vlan saat ini yang paling banyak adalah di kampus atau universitas, mulai dari proses belajar mengajar, absensi online, KRS online, e-learning, dan lain-lain yang seluruhnya membutuhkan akses internet, adapun studi kasus untuk penggunaan inter vlan routing ini akan disimulasikan berdasarkan topologi jaringan yang ada di Universitas Negeri Medan (UNIMED).",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"TIK saat ini berkembang sangat cepat seiring dengan semakin kompleksnya sistem komputer dan kemampuan komputer untuk berkomunikasi dengan komputer lain melalui jaringan, distribusi file menggunakan jaringan antar komputer yang bersifat rahasia memerlukan teknik untuk mengamankan file tersebut. Oleh karena itu, teknik pengamanan dengan menggunakan algoritma kriptografi diperlukan untuk mengamankan data tersebut.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Di sini penulis menganalisa hasil yang diberikan Weiner bahwa jika private key d digunakan dalam algoritma kriptografi RSA kurang dari n292, maka sistem tersebut kurang aman. Karena nadalah perkalian p dan q, yang mana bilangan relative prima, sehingga mempengaruhi kinerja enkripsi algoritma yang lebih aman. 1 Tujuan utama dari tulisan ini adalah untuk menganalisis hasil dari Weiner dan mencoba untuk meningkatkan range dari privatekey d sampai n0.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"( 1 ) Metode penelitian yang digunakan adalah metode studi pustaka, analisis dan desain, kemudian dilakukan tahapan implementasi pada sistem yang telah dirancang, hasil yang diharapkan adalah dapat meningkatkan aspek kenyamanan dan kemudahan bagi pengguna dalam membuka atau mengunci pintu dengan sistem keamanan yang lebih canggih dan efisien dengan menggunakan smartphone android. Kesimpulan yang diperoleh adalah peralatan ini telah diuji dan dapat digunakan dengan menggunakan Smartphone android.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,", khususnya untuk sistem keamanan, terdapat dua tipe sistem pengenalan, yaitu sistem verifikasi dan identifikasi, di mana sistem identifikasi bertujuan untuk memecahkan identitas individu, salah satunya adalah tangan. Telapak tangan merupakan salah satu organ tubuh manusia yang unik dan memiliki tekstur yang detail, bahkan berbeda antara tangan kanan dan kiri. Proses identifikasi jari tangan ini dilakukan dengan data latih dan uji. Hasil penelitian ini sebagian besar dapat mengidentifikasi biometrika talapak tangan. - Kata Kunci: Aplikasi, Identifikasi, Biometrika, Telinga Tangan, Chain Code. , Metode identifikasi telingkartu, yang dapat digunakan dalam sistem identifikasi. aplikasi yang dapat ditemukan pada sistem identifikasi karakteristik fisik yang dapat diidentifikasi secara otomatisasi, dan stabil, dan pengenalan teknologi identifikasi.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Di bidang teknik industri, penelitian ini mencakup perlindungan aset informasi di lingkungan Organisasi XYZ dengan melakukan penilaian risiko keamanan informasi, yang berisi daftar prioritas analisis risiko yang disertai dengan akar penyebab masalah dan pengendalian risiko sesuai dengan standar ISO 27001. Hasil dari studi kasus menunjukkan bahwa penerapan standar iso 27001 berimplikasi pada penurunan tingkat kehati-hatian sebesar 30%. (Teks dengan relevansi EEA), yang telah terbukti secara signifikan terhadap penurunan tingkat kerentanan sebesar 30%, dengan menggunakan metodologi FMEA (FMEA) (D). , dan kontrol risiko yang relevansi (M).",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"clustering adalah metode yang digunakan dalam datamining Clustering K-Means, yang mencari dan mengklasifikasikan data yang memiliki kemiripan karakteristik antara data satu dengan data lainnya yang diperoleh, sedangkan pertanyaan dalam kuesioner Susenas yang ditujukan kepada individu dikumpulkan melalui wawancara tatap muka dengan pencacah, suami/isteri kepala rumah tangga, atau anggota rumah tangga lain yang mengetahui karakteristik yang ditanyakan, yang dilakukan dalam beberapa tahap mulai dari tahun 1999-2016, dengan 2 provinsi cluster tingkat tinggi, yaitu Kepulauan Riuan, dan Jawa Tengah, dan Papua Barat, dan 20 provinsi tingkat rendah, yang digunakan untuk proses yang digunakan pada tingkat tinggi. Tingkat Tinggi, dan Tingkat Rendah, Datamining, yang sesuai dengan karakteristik yang relevansi karakteristik yang telah diperoleh, dan karakteristik yang sama. tingkat yang berbeda, masing-masing-individu yang terkait dengan data yang berkaitan dengan responden, yang bersangkutan, cluster, dan data yang bersangkutan. , dan , , yang terkait, mereka.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"( 1 ) Penelitian menggunakan salah satu metode dari Fuzzy MADM, yaitu Weighted Product (WP), yang dipilih karena mampu memilih alternatif terbaik dari sejumlah alternatif yang ada, disini alternatif yang dimaksud adalah mahasiswa calon penerima beasiswa berdasarkan kriteria yang ditentukan, kemudian dilakukan proses perengkingan yang menentukan alternatif optimal, yaitu mahasiswa berprestasi. , dengan tujuan untuk membantu menentukan siapa yang menerima beasiswa, diperlukan suatu metode yang dapat memberikan rekomendasi penerima beasiswa yang valid, dengan cara yang dapat membantu menentukan mana yang terbaik dari mereka.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"`` Penelitian ini mengimplementasikan push notification sistem untuk melakukan kendali listrik dengan kondisi, ketika sensor PIR mendeteksi cahaya rendah, maka raspberry pi secara otomatis akan memadamkan listrik, sedangkan sensor gerak akan mendeteksi adanya gerakan, bila ada gerakan, raspberry pi mengirimkan notifikasi, sehingga pengguna dapat memutuskan untuk memdamkan listrik atau tidak dari jarak jauh melalui jaringan wifi. Selain itu, hasil pengujian konsumsi daya baterai perangkat smartphone dapat digunakan selama 28 jam, sehingga sesuai dengan kebutuhan penggunaan ponsel. `; selain itu, sensor gerak mendeteksi adanya pergerakan, dan perangkat smartphone. - hasil pengujian Konsumsi daya baterai yang sesuai dengan menggunakan ponsel aplikasi pengaturan pada perangkat seluler perangkat.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Ini menggunakan beberapa proses pengolahan citra digital dan metode k-nearest neighbor, seperti thereshold, yaitu dengan cara memisahkan objek dan latar belakang mutiara dan selanjutnya konten yang digunakan adalah bentuk dan ukuran yang diektraksi dari citra mutiara dengan metode regionprops. Hasil akhir dari sistem ini adalah mampu menentukan kelas dan kualitas mutiara secara manual, karena keterbatasan visual dan kelelahan manusia. untuk itu diperlukan suatu teknologi untuk melakukan proses klasifikasi yang cepat dan akurat. ( 1 ) K-NN (K-Nearest Neighbor) - ( ) ( K=1).",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Learning Vector Quantization (LVQ) adalah alat untuk menilai komponen kompetensi klinis seperti history taking, pemeriksaan fisik, keterampilan prosedural, keterampilan komunikasi, interpretasi hasil laboratorium, manajemen, dan lain-lain yang diuji menggunakan checklist yang telah disetujui dan mahasiswa akan mengikuti beberapa station. OSCE merupakan bagian dari penilaian yang bertujuan untuk menilai kompetensi dan keterampilan klinis mahasiswa secara objektif dan terstruktur, yang biasanya dilakukan pada tengah semester atau akhir semester pada mata kuliah tertentu. - Sistem penilaian dilakukan dengan melakukan klasifikasi nilai untuk setiap jenis kategori pemeriksaan yang dapat digunakan. dalam penelitian ini diterapkan untuk klasifikasi s 0 untuk mengklasifikasikan -.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"(Teks dengan relevansi EEA) pada penelitian ini didasarkan pada pengujian dataset jamur family Agaricus dan Lepiota menggunakan algoritma klasifikasidecision tree (J48), dari hasil pengujian rata-rata galat menggunakan 10-fold cross validation diperoleh nilai galat 0, yang berarti bahwa algoritma ini dapat mengkategorikan jamur layak konsumsi dengan akurasi sebesar 100%, sedangkan Indonesia yang secara geografis berada di daerah tropis mendukung pertumbuhan jamur.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Diperbandingkan dengan parameter QoS Throughput, Delay (latency), Jitter (variasi kedatangan paket), Packet loss, pada HTB menggunakan teknik antrian queue tree, PCQ dengan Layer 7 protocol, PC Q dan Hotspot, sehingga diperoleh perbandingan dari metode HTB (Hierarchical Tocken Bucket), PCPQ, dan HTB untuk diterapkan pada Mikrotik RB750GL. - , dan Delay - Metode. yang akan diterapkan pada Routerm - Metode HTB.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"Untuk mengurangi kesenjangan yang terjadi dalam proses pengembangan sistem, penggunaan E-Academic dengan teknologinya saat ini tidak dapat didamaikan dengan kebutuhan Politeknik Harapan Bersama yang sebenarnya, sehingga memungkinkan untuk saling tumpang tindih, kebutuhan pada E-academic hanya dapat dijawab dengan memperhatikan faktor integrasi dalam pengembangannya, tujuan integrasi yang sebenarnya adalah untuk mengurangi kesenjangan tersebut. dan untuk meningkatkan efisiensi dan efektifitas. penyebaran informasi secara lebih efektif dan efisien.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"(SPK), Fuzzy Tsukamoto, Sepeda Motor, Honda, Kredit, Perusahaan Pembiayaan adalah badan usaha non-bank yang khusus didirikan untuk melakukan kegiatan usaha: sewa guna usaha, anjak piutang, perusahaan kartu kredit dan/atau pembiayaan konsumen, dengan menggunakan metode SDLC, dengan memanfaatkan variabel penghasilan, pengeluaran, dan variabel angsuran, pada tahap kesimpulan mendapatkan nilai pinjaman yang layak pada setiap nasabah. , dan tidak ada biaya yang signifikan untuk kredit. dari perusahaan pembiayaan, di luar Bank dan lembaga keuangan lainnya. Keputusan Perusahaan pembiayaan konsumen , dll , , yang relevansi ( ) , atau Kredit , Efisiensi, s , ` - dalam. * Layanan a layanan sebagai untuk oleh perusahaan pembiayaan.",ai
"CESS (Computer Engineering, System and Science) (IndoT5 Parafrase)",2017,"(1) Jaringan komputer dalam dunia komunikasi data secara global dalam hal ini mencakup semua Backbone, baik itu Backbone utama maupun tidak, yang tentu saja melibatkan banyak ISP-ISP, menggunakan TCP sebagai protokol utamanya, pada pembuatan sistem ini peneliti menggunakan aplikasi winbox sebagai konfigurasi antara mikrotik dan spdeedy andromax M2S, untuk membuat sistem ini Peneliti menggunakan Winbox sebagai Konfigurasi antara Mikrotik dan SpdeEDY.",ai
